Selection,View,channel,begin_time,end_time,Low Freq (Hz),High Freq (Hz),Delta Time (s),Delta Freq (Hz),Avg Power Density (dB FS/Hz),Agg Entropy (bits),Center Freq (Hz),PFC Max Freq (Hz),PFC Min Freq (Hz),Max Freq (Hz),Annotation,filename,StartMicInWater,EndMicInWater,filepath,label,call_length,split_type,date_str
12,Spectrogram 1,1,579.17968113,592.721036353,3230.769,4153.846,0.1176,923.077,-58.72,2.109,3937.5,4125.0,3375.0,3750.0,N,211220_0089,16.80641374,592.838683391,annotations,0,13.541355223000094,train,211220
2,Spectrogram 1,1,21.335940836,111.157507301,5538.462,6153.846,0.0882,615.384,-45.95,0.584,6000.0,6000.0,5625.0,6000.0,N,211224_0090,21.144764398,593.840533297,annotations,0,89.82156646500002,val,211224
3,Spectrogram 1,1,111.24574258,114.552588173,9692.308,10307.692,0.0662,615.384,-63.24,1.018,10125.0,10125.0,9750.0,10125.0,N,211224_0090,21.144764398,593.840533297,annotations,0,3.306845592999992,train,211224
4,Spectrogram 1,1,114.618764632,119.031482117,9384.615,10000.0,0.1176,615.385,-60.4,1.56,9750.0,9937.5,9562.5,9937.5,N,211224_0090,21.144764398,593.840533297,annotations,0,4.412717485000002,train,211224
5,Spectrogram 1,1,119.149129155,126.212142002,4489.209,6302.158,0.1625,1812.95,-61.51,2.6860000000000004,5062.5,6000.0,4500.0,5062.5,N,211224_0090,21.144764398,593.840533297,annotations,0,7.06301284700001,train,211224
6,Spectrogram 1,1,126.37467340000002,153.098206959,5384.615,6153.846,0.125,769.2310000000001,-54.55,1.861,5812.5,6000.0,5437.5,6000.0,N,211224_0090,21.144764398,593.840533297,annotations,0,26.723533559000007,train,211224
7,Spectrogram 1,1,153.223206937,203.882592006,4769.231,5076.923,0.125,307.692,-54.14,0.999,4875.0,5062.5,4875.0,5062.5,N,211224_0090,21.144764398,593.840533297,annotations,0,50.65938506899997,train,211224
8,Spectrogram 1,1,204.007591984,205.412003505,4769.231,5784.173000000002,0.1544,1014.942,-52.78,1.829,5437.5,5625.0,5062.5,5437.5,Y,211224_0090,21.144764398,593.840533297,annotations,0,1.404411520999986,train,211224
9,Spectrogram 1,1,205.566415243,206.316415113,4000.0,4769.231,0.1029,769.2310000000001,-61.51,1.211,4687.5,4687.5,4125.0,4687.5,N,211224_0090,21.144764398,593.840533297,annotations,0,0.7499998700000106,val,211224
10,Spectrogram 1,1,206.419356271,211.450553107,4000.0,4769.231,0.1838,769.2310000000001,-64.1,1.881,4500.0,4687.5,4125.0,4687.5,N,211224_0090,21.144764398,593.840533297,annotations,0,5.031196836000022,train,211224
11,Spectrogram 1,1,211.634376604,215.237317155,3798.561,5093.525,0.1618,1294.964,-54.33,1.971,4312.5,4687.5,3937.5,4312.5,Y,211224_0090,21.144764398,593.840533297,annotations,0,3.602940550999989,val,211224
12,Spectrogram 1,1,215.399081833,220.399072092,5538.462,5846.154,0.1397,307.692,-64.35,0.949,5812.5,5812.5,5625.0,5812.5,N,211224_0090,21.144764398,593.840533297,annotations,0,4.999990259000015,train,211224
30,Spectrogram 1,1,220.53877795,220.567857176,4316.547000000001,5266.187,0.1449,949.64,-59.3,1.6369999999999998,4687.5,5062.5,4500.0,4687.5,N,211224_0090,21.144764398,593.840533297,annotations,0,0.0290792259999932,train,211224
13,Spectrogram 1,1,220.712722117,224.796707449,3846.154000000002,4769.231,0.1765,923.077,-64.11,2.135,4500.0,4687.5,3937.5,4500.0,N,211224_0090,21.144764398,593.840533297,annotations,0,4.083985332000026,val,211224
14,Spectrogram 1,1,224.973178006,239.698548244,4923.077,5384.615,0.1176,461.538,-58.99,0.998,5062.5,5250.0,5062.5,5250.0,N,211224_0090,21.144764398,593.840533297,annotations,0,14.72537023800004,train,211224
15,Spectrogram 1,1,239.816195283,248.022212692,4143.885,5384.615,0.1555,1240.73,-61.79,2.417,4687.5,5250.0,4312.5,4687.5,N,211224_0090,21.144764398,593.840533297,annotations,0,8.206017409000026,train,211224
16,Spectrogram 1,1,248.177677507,291.658680353,2923.077,3538.462,0.1029,615.385,-64.42,1.3330000000000002,3375.0,3375.0,3000.0,3375.0,N,211224_0090,21.144764398,593.840533297,annotations,0,43.48100284599997,train,211224
17,Spectrogram 1,1,291.76162151200003,309.884127579,5384.615,6000.0,0.1029,615.385,-59.78,1.961,5812.5,6000.0,5437.5,5625.0,N,211224_0090,21.144764398,593.840533297,annotations,0,18.12250606699996,train,211224
18,Spectrogram 1,1,309.987068737,311.075303842,2923.077,3692.308,0.0662,769.2310000000001,-63.76,1.181,3562.5,3562.5,3375.0,3562.5,N,211224_0090,21.144764398,593.840533297,annotations,0,1.088235104999967,train,211224
19,Spectrogram 1,1,311.141480302,331.304328719,4769.231,5076.923,0.1176,307.692,-64.53,0.981,5062.5,5062.5,4875.0,4875.0,N,211224_0090,21.144764398,593.840533297,annotations,0,20.16284841700002,train,211224
20,Spectrogram 1,1,331.421975757,353.224226084,3404.538,4230.215999999999,0.1912,825.678,-59.08,1.781,3750.0,4125.0,3562.5,3562.5,Y,211224_0090,21.144764398,593.840533297,annotations,0,21.80225032700002,val,211224
21,Spectrogram 1,1,353.415402521,355.032184619,4615.385,4923.077,0.1324,307.692,-64.87,0.971,4875.0,4875.0,4687.5,4875.0,N,211224_0090,21.144764398,593.840533297,annotations,0,1.6167820980000442,train,211224
22,Spectrogram 1,1,355.16453753800005,379.565521301,3692.308,4461.538,0.1176,769.23,-63.87,1.6469999999999998,4312.5,4312.5,3750.0,4312.5,N,211224_0090,21.144764398,593.840533297,annotations,0,24.400983762999942,train,211224
23,Spectrogram 1,1,379.683168339,380.918462243,4923.077,5384.615,0.1544,461.538,-67.68,1.0,5062.5,5250.0,5062.5,5062.5,N,211224_0090,21.144764398,593.840533297,annotations,0,1.2352939040000024,val,211224
24,Spectrogram 1,1,381.07287398,388.49390377,3076.923,4143.885,0.1765,1066.962,-58.98,2.06,3562.5,3750.0,3187.5,3750.0,Y,211224_0090,21.144764398,593.840533297,annotations,0,7.421029789999977,train,211224
25,Spectrogram 1,1,388.670374327,413.786072127,4923.077,5384.615,0.1029,461.538,-62.62,0.945,5250.0,5250.0,5062.5,5250.0,N,211224_0090,21.144764398,593.840533297,annotations,0,25.115697799999968,val,211224
26,Spectrogram 1,1,413.889013286,425.34476998,7230.769,7692.308000000001,0.2059,461.539,-57.38,1.533,7500.0,7687.5,7312.5,7687.5,N,211224_0090,21.144764398,593.840533297,annotations,0,11.455756694000057,val,211224
27,Spectrogram 1,1,425.550652297,495.472687994,5384.615,6000.0,0.1471,615.385,-53.79,1.3219999999999998,6000.0,6000.0,5437.5,6000.0,N,211224_0090,21.144764398,593.840533297,annotations,0,69.92203569700007,train,211224
28,Spectrogram 1,1,495.619746792,536.014845316,5846.154,6769.231,0.125,923.077,-59.14,1.968,6187.5,6750.0,6000.0,6187.5,N,211224_0090,21.144764398,593.840533297,annotations,0,40.39509852400005,train,211224
29,Spectrogram 1,1,536.139845294,593.730239199,7846.154,8461.538,0.1103,615.384,-48.2,1.587,8250.0,8437.5,8062.5,8250.0,N,211224_0090,21.144764398,593.840533297,annotations,0,57.59039390500004,train,211224
2,Spectrogram 1,1,14.06867241,27.831687325,4044.944,5324.37,0.1913,1279.4260000000004,-58.44,2.436,4500.0,5062.5,4125.0,4125.0,N,211227_0091,13.906907732,79.882693585,annotations,0,13.763014915,val,211227
3,Spectrogram 1,1,28.022955404,32.440263707,5324.37,6857.143,0.0865,1532.773,-43.67,1.739,6187.5,6375.0,5437.5,6187.5,Y,211227_0091,13.906907732,79.882693585,annotations,0,4.417308302999999,val,211227
4,Spectrogram 1,1,32.526728051,73.02393754,3101.1240000000007,3505.618,0.1103,404.494,-60.85,0.731,3375.0,3375.0,3187.5,3375.0,N,211227_0091,13.906907732,79.882693585,annotations,0,40.49720948900001,train,211227
5,Spectrogram 1,1,73.134231638,79.742987727,3910.112,4449.438,0.1397,539.326,-65.7,1.535,4125.0,4312.5,3937.5,4312.5,N,211227_0091,13.906907732,79.882693585,annotations,0,6.608756088999996,train,211227
2,Spectrogram 1,1,13.477806985,18.386816621,5393.258000000002,5797.7530000000015,0.1029,404.495,-59.23,,,,,,,211227_0093,13.308689368,18.48975778,annotations,0,4.909009635999997,val,211227
2,Spectrogram 1,1,24.179253557,31.407962466,3775.281,4314.607,0.1397,539.326,-62.92,1.569,4125.0,4312.5,3937.5,4125.0,N,220104_0094,24.039547699,601.522003477,annotations,0,7.228708909000003,train,220104
3,Spectrogram 1,1,31.547668324,56.347017526,3910.112,4449.438,0.1103,539.326,-51.8,1.5830000000000002,4125.0,4312.5,3937.5,3937.5,N,220104_0094,24.039547699,601.522003477,annotations,0,24.799349202,val,220104
4,Spectrogram 1,1,56.457311624,67.356281565,5932.584,6606.741999999998,0.0809,674.158,-65.29,1.992,6375.0,6562.5,6000.0,6375.0,N,220104_0094,24.039547699,601.522003477,annotations,0,10.898969941000004,val,220104
5,Spectrogram 1,1,67.437163904,94.385479472,3775.281,4314.607,0.0882,539.326,-46.57,1.261,3937.5,4312.5,3937.5,3937.5,N,220104_0094,24.039547699,601.522003477,annotations,0,26.94831556800001,train,220104
6,Spectrogram 1,1,94.473714751,133.092286119,3775.281,4449.438,0.0809,674.1569999999998,-57.37,1.305,4125.0,4312.5,3937.5,4125.0,N,220104_0094,24.039547699,601.522003477,annotations,0,38.61857136799999,val,220104
7,Spectrogram 1,1,133.173168458,140.430698753,3910.112,4584.27,0.1029,674.158,-64.26,1.944,4312.5,4500.0,3937.5,4312.5,N,220104_0094,24.039547699,601.522003477,annotations,0,7.257530295000008,train,220104
8,Spectrogram 1,1,140.533639911,143.42506873899998,3910.112,4314.607,0.1103,404.495,-62.71,1.347,4312.5,4312.5,3937.5,4312.5,N,220104_0094,24.039547699,601.522003477,annotations,0,2.891428827999988,train,220104
9,Spectrogram 1,1,143.535362838,151.821041714,3101.1240000000007,3910.112,0.0882,808.988,-55.79,1.972,3375.0,3750.0,3187.5,3187.5,N,220104_0094,24.039547699,601.522003477,annotations,0,8.285678875999992,train,220104
10,Spectrogram 1,1,151.909276993,170.448173782,9033.708,9573.034,0.0882,539.326,-55.52,1.133,9562.5,9562.5,9375.0,9562.5,N,220104_0094,24.039547699,601.522003477,annotations,0,18.53889678900001,val,220104
11,Spectrogram 1,1,170.536409061,235.392152295,3370.7870000000007,3910.112,0.0735,539.325,-56.46,1.406,3375.0,3750.0,3375.0,3375.0,N,220104_0094,24.039547699,601.522003477,annotations,0,64.855743234,train,220104
12,Spectrogram 1,1,235.465681694,236.995093193,3640.449,4044.944,0.125,404.495,-62.06,0.944,3937.5,3937.5,3750.0,3937.5,N,220104_0094,24.039547699,601.522003477,annotations,0,1.5294114989999912,train,220104
13,Spectrogram 1,1,237.120093172,238.70832819,4719.101,5123.596,0.1912,404.495,-63.37,0.8690000000000001,5062.5,5062.5,4875.0,5062.5,N,220104_0094,24.039547699,601.522003477,annotations,0,1.5882350180000058,train,220104
14,Spectrogram 1,1,238.899504627,246.014878511,4988.764,5797.7530000000015,0.1838,808.9889999999998,-47.14,1.272,5437.5,5625.0,5437.5,5437.5,N,220104_0094,24.039547699,601.522003477,annotations,0,7.115373883999978,train,220104
15,Spectrogram 1,1,246.198702009,246.617819583,2561.798,3101.1240000000007,0.1324,539.326,-54.87,1.3159999999999998,2812.5,2812.5,2812.5,2812.5,N,220104_0094,24.039547699,601.522003477,annotations,0,0.4191175739999835,train,220104
16,Spectrogram 1,1,246.750172501,251.995617902,4230.215999999999,5797.7530000000015,0.3869,1567.537,-45.48,1.33,5437.5,5625.0,4312.5,5437.5,N,220104_0094,24.039547699,601.522003477,annotations,0,5.24544540100004,train,220104
17,Spectrogram 1,1,252.38252446400003,256.186136555,4449.438,4988.764,0.1691,539.326,-58.91,1.125,4875.0,4875.0,4500.0,4875.0,N,220104_0094,24.039547699,601.522003477,annotations,0,3.8036120909999913,val,220104
18,Spectrogram 1,1,256.355254173,259.234016981,3640.449,4314.607,0.0809,674.158,-39.68,1.92,4125.0,4312.5,3750.0,3937.5,N,220104_0094,24.039547699,601.522003477,annotations,0,2.8787628079999763,train,220104
19,Spectrogram 1,1,259.314899319,259.881075692,2292.135,3107.914,0.4338,815.779,-54.66,1.5590000000000002,2625.0,3000.0,2437.5,2625.0,Y,220104_0094,24.039547699,601.522003477,annotations,0,0.5661763730000189,train,220104
20,Spectrogram 1,1,260.314899146,261.814898885,2292.135,3194.245,0.2132,902.11,-47.15,1.584,2812.5,3187.5,2437.5,2812.5,Y,220104_0094,24.039547699,601.522003477,annotations,0,1.4999997390000317,train,220104
21,Spectrogram 1,1,262.028134142,268.028124228,2157.303,3235.955,0.4412,1078.652,-46.34,1.898,2812.5,3000.0,2250.0,2250.0,Y,220104_0094,24.039547699,601.522003477,annotations,0,5.999990085999968,train,220104
22,Spectrogram 1,1,268.469300622,268.808074622,3640.449,4314.607,0.125,674.158,-48.56,1.928,4125.0,4312.5,3750.0,4125.0,N,220104_0094,24.039547699,601.522003477,annotations,0,0.3387740000000008,train,220104
23,Spectrogram 1,1,268.93307460000005,273.263830205,3101.1240000000007,3640.449,0.2059,539.325,-60.32,1.064,3562.5,3562.5,3187.5,3562.5,N,220104_0094,24.039547699,601.522003477,annotations,0,4.330755604999979,train,220104
24,Spectrogram 1,1,273.469712523,276.14707763,2157.303,2831.461,0.3382,674.158,-58.32,1.621,2625.0,2812.5,2250.0,2625.0,N,220104_0094,24.039547699,601.522003477,annotations,0,2.677365107000014,train,220104
25,Spectrogram 1,1,276.485312865,276.504779605,2158.273,3280.576,0.2599,1122.302,-39.55,1.409,3000.0,3000.0,2625.0,3000.0,Y,220104_0094,24.039547699,601.522003477,annotations,0,0.0194667399999843,train,220104
26,Spectrogram 1,1,276.764724581,277.413546793,3101.1240000000007,3971.223,0.4174,870.0989999999998,-48.56,1.862,3375.0,3937.5,3187.5,3375.0,Y,220104_0094,24.039547699,601.522003477,annotations,0,0.6488222119999705,train,220104
27,Spectrogram 1,1,277.830900867,281.154429702,2966.292,4044.944,0.3088,1078.652,-50.15,1.911,3750.0,3937.5,3000.0,3562.5,Y,220104_0094,24.039547699,601.522003477,annotations,0,3.3235288349999905,val,220104
28,Spectrogram 1,1,281.463253177,282.311701995,2157.303,3366.906,0.3198,1209.603,-50.08,2.318,2812.5,3187.5,2250.0,2625.0,N,220104_0094,24.039547699,601.522003477,annotations,0,0.8484488180000085,val,220104
29,Spectrogram 1,1,282.631499013,283.051232599,1553.957,3280.576,0.4274,1726.619,-48.54,1.749,2625.0,2812.5,1687.5,2625.0,Y,220104_0094,24.039547699,601.522003477,annotations,0,0.4197335860000066,train,220104
30,Spectrogram 1,1,283.478668664,288.756021821,2292.135,2966.292,0.3456,674.1569999999998,-43.56,1.173,2812.5,2812.5,2437.5,2812.5,Y,220104_0094,24.039547699,601.522003477,annotations,0,5.277353156999993,train,220104
31,Spectrogram 1,1,289.101609997,289.189845275,3101.1240000000007,3775.281,0.2059,674.1569999999998,-58.91,1.848,3375.0,3750.0,3187.5,3375.0,N,220104_0094,24.039547699,601.522003477,annotations,0,0.0882352779999564,val,220104
32,Spectrogram 1,1,289.395727593,296.73584833,1812.95,3539.568,0.3748,1726.619,-36.97,1.703,3000.0,3000.0,2437.5,3000.0,Y,220104_0094,24.039547699,601.522003477,annotations,0,7.340120737000007,train,220104
33,Spectrogram 1,1,297.110610461,297.530344047,2022.472,3194.245,0.4547,1171.773,-48.3,1.54,2625.0,3187.5,2062.5,2625.0,Y,220104_0094,24.039547699,601.522003477,annotations,0,0.4197335860000635,val,220104
34,Spectrogram 1,1,297.985055432,298.39542691,4314.607,5123.596,0.2647,808.9889999999998,-64.17,1.997,4687.5,5062.5,4500.0,4687.5,N,220104_0094,24.039547699,601.522003477,annotations,0,0.4103714780000017,train,220104
35,Spectrogram 1,1,298.660132746,299.184294251,2676.259,4179.775,0.2099,1503.516,-50.63,2.137,3375.0,3750.0,3187.5,3375.0,Y,220104_0094,24.039547699,601.522003477,annotations,0,0.524161504999995,val,220104
36,Spectrogram 1,1,299.39416104400004,302.076785403,2292.135,3712.23,0.3493,1420.095,-41.86,2.093,3000.0,3187.5,2625.0,3187.5,Y,220104_0094,24.039547699,601.522003477,annotations,0,2.6826243589999312,train,220104
37,Spectrogram 1,1,302.426073448,302.591491196,2831.461,4057.554,0.2941,1226.093,-45.29,1.91,3375.0,3562.5,3187.5,3187.5,Y,220104_0094,24.039547699,601.522003477,annotations,0,0.1654177479999816,val,220104
38,Spectrogram 1,1,302.885608792,305.267961319,2426.966,3101.1240000000007,0.3088,674.158,-56.72,1.564,2812.5,3000.0,2437.5,2812.5,N,220104_0094,24.039547699,601.522003477,annotations,0,2.3823525269999664,train,220104
39,Spectrogram 1,1,305.576784795,305.78394214,3101.1240000000007,4057.554,0.3698,956.43,-48.9,1.826,3562.5,3750.0,3375.0,3375.0,Y,220104_0094,24.039547699,601.522003477,annotations,0,0.2071573450000414,train,220104
40,Spectrogram 1,1,306.153707442,309.00771701900004,2848.921,3971.223,0.3798,1122.302,-40.94,1.615,3562.5,3750.0,3187.5,3562.5,Y,220104_0094,24.039547699,601.522003477,annotations,0,2.854009577000056,train,220104
42,Spectrogram 1,1,309.534408707,315.886547714,2292.135,3194.245,0.2728,902.11,-52.68,1.557,2812.5,2812.5,2437.5,2812.5,N,220104_0094,24.039547699,601.522003477,annotations,0,6.352139007000005,val,220104
43,Spectrogram 1,1,316.159381038,316.357135867,3235.955,4179.775,0.2941,943.82,-44.96,2.047,3750.0,3937.5,3375.0,3937.5,Y,220104_0094,24.039547699,601.522003477,annotations,0,0.1977548290000186,val,220104
44,Spectrogram 1,1,316.651253463,316.83395287400003,1640.2879999999998,3453.237,0.3908,1812.95,-32.68,1.686,3000.0,3375.0,1687.5,2812.5,Y,220104_0094,24.039547699,601.522003477,annotations,0,0.1826994110000441,train,220104
45,Spectrogram 1,1,317.224782775,320.507195259,2157.303,2831.461,0.2353,674.158,-49.56,1.342,2625.0,2812.5,2437.5,2625.0,N,220104_0094,24.039547699,601.522003477,annotations,0,3.2824124840000195,train,220104
46,Spectrogram 1,1,320.742489336,324.384782862,3101.1240000000007,4044.944,0.3222,943.82,-49.17,2.02,3375.0,3937.5,3187.5,3187.5,Y,220104_0094,24.039547699,601.522003477,annotations,0,3.642293526000003,val,220104
47,Spectrogram 1,1,324.70701526,326.866108236,2426.966,2966.292,0.2132,539.326,-56.36,1.188,2812.5,2812.5,2437.5,2812.5,N,220104_0094,24.039547699,601.522003477,annotations,0,2.159092976000011,train,220104
48,Spectrogram 1,1,327.079343493,328.316872707,1381.295,3625.899,0.3801,2244.604,-29.61,1.722,3000.0,3000.0,1687.5,2812.5,Y,220104_0094,24.039547699,601.522003477,annotations,0,1.2375292140000056,train,220104
49,Spectrogram 1,1,328.696990271,332.284632331,1899.281,3235.955,0.3977,1336.674,-32.72,1.881,3000.0,3187.5,2062.5,3000.0,Y,220104_0094,24.039547699,601.522003477,annotations,0,3.5876420600000074,val,220104
50,Spectrogram 1,1,332.682283697,333.655077091,2292.135,2696.629000000001,0.2721,404.494,-53.91,0.949,2625.0,2625.0,2437.5,2625.0,N,220104_0094,24.039547699,601.522003477,annotations,0,0.9727933940000072,val,220104
51,Spectrogram 1,1,333.927135867,334.177135824,2966.292,3505.618,0.2721,539.326,-55.4,1.567,3187.5,3375.0,3000.0,3000.0,N,220104_0094,24.039547699,601.522003477,annotations,0,0.249999957,train,220104
52,Spectrogram 1,1,334.44919460000006,339.125664377,2292.135,3539.568,0.3483,1247.433,-35.35,1.501,3000.0,3000.0,2437.5,3000.0,Y,220104_0094,24.039547699,601.522003477,annotations,0,4.676469777000023,val,220104
53,Spectrogram 1,1,339.47391667,341.680076331,2157.303,3235.955,0.2426,1078.652,-53.89,1.646,2625.0,3000.0,2250.0,2625.0,N,220104_0094,24.039547699,601.522003477,annotations,0,2.206159661000015,val,220104
54,Spectrogram 1,1,341.922723348,343.341840749,3235.955,4044.944,0.2279,808.9889999999998,-54.92,1.629,3562.5,3937.5,3375.0,3562.5,N,220104_0094,24.039547699,601.522003477,annotations,0,1.419117401000051,val,220104
55,Spectrogram 1,1,343.569781886,346.294009854,1381.295,3625.899,0.3698,2244.604,-39.72,2.281,2812.5,3187.5,1687.5,2812.5,Y,220104_0094,24.039547699,601.522003477,annotations,0,2.7242279680000365,train,220104
56,Spectrogram 1,1,346.663775156,355.556841682,1726.619,3235.955,0.3449,1509.336,-48.25,1.66,2625.0,2812.5,1875.0,2625.0,Y,220104_0094,24.039547699,601.522003477,annotations,0,8.893066525999984,train,220104
57,Spectrogram 1,1,355.901702111,356.046610134,1899.281,3453.237,0.3598,1553.957,-30.83,1.408,2812.5,3375.0,2062.5,2812.5,Y,220104_0094,24.039547699,601.522003477,annotations,0,0.1449080230000277,train,220104
58,Spectrogram 1,1,356.40638178,360.233311458,4314.607,5258.427,0.2059,943.82,-36.28,1.651,4687.5,5250.0,4500.0,4687.5,Y,220104_0094,24.039547699,601.522003477,annotations,0,3.826929677999998,val,220104
59,Spectrogram 1,1,360.439193776,361.051470492,2426.966,3235.955,0.2353,808.9889999999998,-59.19,2.241,2812.5,3187.5,2437.5,3000.0,N,220104_0094,24.039547699,601.522003477,annotations,0,0.6122767159999967,val,220104
60,Spectrogram 1,1,361.286764569,363.892657347,2426.966,3370.7870000000007,0.2794,943.821,-43.44,1.32,2812.5,3000.0,2625.0,2812.5,N,220104_0094,24.039547699,601.522003477,annotations,0,2.605892777999941,val,220104
61,Spectrogram 1,1,364.172069063,366.830517671,3910.112,4584.27,0.2059,674.158,-55.32,1.793,4312.5,4500.0,3937.5,4500.0,N,220104_0094,24.039547699,601.522003477,annotations,0,2.6584486079999583,train,220104
